# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May  6 10:43:37 2020
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
#
pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,st_dist,st_teff,pl_disc,pl_facility,pl_pelink,pl_edelink
Kepler-1194 b,Transit,1,16.22371307,,,,,0.135,616.00,5590.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1194_b/,
Kepler-1195 b,Transit,1,8.49642241,,,,,0.186,812.00,4965.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1195_b/,
Kepler-1196 b,Transit,1,66.18490310,,,,,0.199,946.00,5756.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1196_b/,
Kepler-1197 b,Transit,1,2.03231845,,,,,0.112,505.00,4708.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1197_b/,
Kepler-1198 b,Transit,1,7.68477160,,,,,0.131,777.00,5517.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1198_b/,
Kepler-1199 b,Transit,1,15.04471980,,,,,0.103,540.00,5889.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1199_b/,
Kepler-12 b,Transit,1,4.43796290,0.055300,,88.796,0.43200,1.754,904.40,5947.00,2011,Kepler,http://exoplanet.eu/catalog/kepler-12_b/,http://exoplanets.org/detail/Kepler-12_b
Kepler-120 b,Transit,2,6.31250100,0.055000,,,,0.192,393.02,4096.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-120_b/,http://exoplanets.org/detail/Kepler-120_b
Kepler-120 c,Transit,2,12.79458500,0.088000,,,,0.136,393.02,4096.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-120_c/,http://exoplanets.org/detail/Kepler-120_c
Kepler-1200 b,Transit,1,1.11854972,,,,,0.095,579.00,4612.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1200_b/,
Kepler-1201 b,Transit,1,15.18725932,,,,,0.204,1202.00,6177.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1201_b/,
Kepler-1202 b,Transit,1,28.68513240,,,,,0.262,1393.00,5834.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1202_b/,
Kepler-1203 b,Transit,1,0.58800076,,,,,0.095,269.00,4105.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1203_b/,
Kepler-1204 b,Transit,1,85.73502850,,,,,0.272,1282.00,5825.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1204_b/,
Kepler-1205 b,Transit,1,1.07839035,,,,,0.126,766.00,5226.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1205_b/,
Kepler-1206 b,Transit,1,1.21699766,,,,,0.146,807.00,4877.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1206_b/,
Kepler-1207 b,Transit,1,13.68237119,,,,,0.145,946.00,5909.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1207_b/,
Kepler-1208 b,Transit,1,11.08507637,,,,,0.207,877.00,5001.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1208_b/,
Kepler-1209 b,Transit,1,25.36911600,,,,,0.135,558.00,6210.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1209_b/,
Kepler-121 b,Transit,2,3.17742200,0.039000,,,,0.209,518.09,5311.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-121_b/,http://exoplanets.org/detail/Kepler-121_b
Kepler-121 c,Transit,2,41.00801100,0.216000,,,,0.203,518.09,5311.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-121_c/,http://exoplanets.org/detail/Kepler-121_c
Kepler-1210 b,Transit,1,8.07124073,,,,,0.152,1155.00,5568.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1210_b/,
Kepler-1211 b,Transit,1,11.01816836,,,,,0.227,1486.00,5705.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1211_b/,
Kepler-1212 b,Transit,1,12.94130146,,,,,0.191,1304.00,6051.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1212_b/,
Kepler-1213 b,Transit,1,5.34982412,,,,,0.106,685.00,6050.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1213_b/,
Kepler-1214 b,Transit,1,18.82634264,,,,,0.211,757.00,5130.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1214_b/,
Kepler-1215 b,Transit,1,4.76703963,,,,,0.109,701.00,5616.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1215_b/,
Kepler-1216 b,Transit,1,4.37034536,,,,,0.124,1124.00,5743.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1216_b/,
Kepler-1217 b,Transit,1,2.03232507,,,,,0.178,1363.00,5905.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1217_b/,
Kepler-1218 b,Transit,1,22.92212660,,,,,0.128,667.00,5986.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1218_b/,
Kepler-1219 b,Transit,1,16.10467749,,,,,0.189,622.00,5944.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1219_b/,
Kepler-122 b,Transit,5,5.76619300,0.064000,,,,0.209,1058.58,6050.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-122_b/,http://exoplanets.org/detail/Kepler-122_b
Kepler-122 c,Transit,5,12.46598800,0.108000,,,,0.524,1058.58,6050.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-122_c/,http://exoplanets.org/detail/Kepler-122_c
Kepler-122 d,Transit,5,21.58747500,0.155000,,,,0.196,1058.58,6050.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-122_d/,http://exoplanets.org/detail/Kepler-122_d
Kepler-122 e,Transit,5,37.99327300,0.227000,,,,0.232,1058.58,6050.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-122_e/,http://exoplanets.org/detail/Kepler-122_e
Kepler-122 f,Transit Timing Variations,5,56.26800000,,,,0.11300,0.156,1058.58,6050.00,2014,Kepler,,
Kepler-1220 b,Transit,1,7.42693741,,,,,0.136,958.00,5842.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1220_b/,
Kepler-1221 b,Transit,1,12.00096042,,,,,0.168,909.00,5194.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1221_b/,
Kepler-1222 b,Transit,1,1.91694425,,,,,0.070,455.00,5239.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1222_b/,
Kepler-1223 b,Transit,1,16.30125900,,,,,0.109,455.00,4870.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1223_b/,
Kepler-1224 b,Transit,1,13.32351601,,,,,0.119,578.00,6155.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1224_b/,
Kepler-1225 b,Transit,1,7.01075434,,,,,0.162,1241.00,6140.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1225_b/,
Kepler-1226 b,Transit,1,17.29234530,,,,,0.129,779.00,5923.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1226_b/,
Kepler-1227 b,Transit,1,94.28875770,,,,,0.204,667.00,5747.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1227_b/,
Kepler-1228 b,Transit,1,0.57736958,,,,,0.137,547.00,5063.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1228_b/,
Kepler-1229 b,Transit,1,86.82898900,,,,,0.125,236.00,3784.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1229_b/,
Kepler-123 b,Transit,2,17.23236600,0.135000,,,,0.262,1052.14,6089.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-123_b/,http://exoplanets.org/detail/Kepler-123_b
Kepler-123 c,Transit,2,26.69507400,0.181000,,,,0.132,1052.14,6089.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-123_c/,http://exoplanets.org/detail/Kepler-123_c
Kepler-1230 b,Transit,1,9.95661537,,,,,0.242,1433.00,5961.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1230_b/,
Kepler-1231 b,Transit,1,10.41725184,,,,,0.127,948.00,5778.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1231_b/,
Kepler-1232 b,Transit,1,26.78391830,,,,,0.172,740.00,5471.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1232_b/,
Kepler-1233 b,Transit,1,45.12630420,,,,,0.232,1281.00,6198.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1233_b/,
Kepler-1234 b,Transit,1,11.94014029,,,,,0.251,866.00,4967.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1234_b/,
Kepler-1235 b,Transit,1,4.16055856,,,,,0.070,533.00,5541.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1235_b/,
Kepler-1236 b,Transit,1,31.05716180,,,,,0.191,1078.00,5337.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1236_b/,
Kepler-1237 b,Transit,1,84.57332260,,,,,0.255,1121.00,5472.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1237_b/,
Kepler-1238 b,Transit,1,4.14787559,,,,,0.172,1533.00,6386.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1238_b/,
Kepler-1239 b,Transit,1,5.19104016,,,,,0.259,2511.00,6564.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1239_b/,
Kepler-124 b,Transit,3,3.41049300,0.039000,,,,0.065,425.19,4984.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-124_b/,http://exoplanets.org/detail/Kepler-124_b
Kepler-124 c,Transit,3,13.82137500,0.100000,,,,0.156,425.19,4984.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-124_c/,http://exoplanets.org/detail/Kepler-124_c
Kepler-124 d,Transit,3,30.95085100,0.170000,,,,0.099,425.19,4984.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-124_d/,http://exoplanets.org/detail/Kepler-124_d
Kepler-1240 b,Transit,1,4.86638150,,,,,0.103,614.00,5682.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1240_b/,
Kepler-1241 b,Transit,1,18.55257010,,,,,0.235,936.00,5261.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1241_b/,
Kepler-1242 b,Transit,1,13.62798432,,,,,0.202,682.00,4895.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1242_b/,
Kepler-1243 b,Transit,1,16.83207290,,,,,0.156,877.00,5667.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1243_b/,
Kepler-1244 b,Transit,1,3.70428172,,,,,0.120,764.00,6680.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1244_b/,
Kepler-1245 b,Transit,2,4.35409304,,,,,0.128,861.00,5306.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1245_b/,
Kepler-1245 c,Transit,2,2.93658468,,,,,0.128,861.00,5306.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1245_c/,
Kepler-1246 b,Transit,1,11.32271513,,,,,0.121,435.00,4611.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1246_b/,
Kepler-1247 b,Transit,1,13.71220213,,,,,0.208,1094.00,5303.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1247_b/,
Kepler-1248 b,Transit,1,7.46725407,,,,,0.105,540.00,6149.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1248_b/,
Kepler-1249 b,Transit,1,24.33471270,,,,,0.212,1674.00,6202.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1249_b/,
Kepler-125 b,Transit,2,4.16438900,0.041000,,,,0.211,184.34,3810.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-125_b/,http://exoplanets.org/detail/Kepler-125_b
Kepler-125 c,Transit,2,5.77446400,0.051000,,,,0.066,184.34,3810.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-125_c/,http://exoplanets.org/detail/Kepler-125_c
Kepler-1250 b,Transit,1,2.60754383,,,,,0.171,1371.00,5717.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1250_b/,
Kepler-1251 b,Transit,1,45.09046430,,,,,0.164,863.00,5545.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1251_b/,
Kepler-1252 b,Transit,1,15.05403290,,,,,0.149,828.00,5949.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1252_b/,
Kepler-1253 b,Transit,1,68.88619150,,,,,0.119,390.00,5850.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1253_b/,
Kepler-1254 b,Transit,3,9.99113313,,,,,0.138,676.00,4985.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1254_b/,
Kepler-1254 c,Transit,3,3.60084276,,,,,0.116,676.00,4985.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1254_c/,
Kepler-1254 d,Transit,3,5.72717226,,,,,0.117,676.00,4985.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1254_d/,
Kepler-1255 b,Transit,1,36.29193360,,,,,0.207,1344.00,6018.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1255_b/,
Kepler-1256 b,Transit,1,12.41277540,,,,,0.133,862.00,6129.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1256_b/,
Kepler-1257 b,Transit,1,2.66831376,,,,,0.136,1081.00,5502.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1257_b/,
Kepler-1258 b,Transit,1,0.98494017,,,,,0.077,651.00,5839.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1258_b/,
Kepler-1259 b,Transit,1,0.66308526,,,,,0.128,704.00,5053.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1259_b/,
Kepler-126 b,Transit,3,10.49571100,0.099000,,,,0.136,239.03,6239.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-126_b/,http://exoplanets.org/detail/Kepler-126_b
Kepler-126 c,Transit,3,21.86974100,0.162000,,,,0.141,239.03,6239.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-126_c/,http://exoplanets.org/detail/Kepler-126_c
Kepler-126 d,Transit,3,100.28313400,0.448000,,,,0.223,239.03,6239.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-126_d/,http://exoplanets.org/detail/Kepler-126_d
Kepler-1260 b,Transit,1,19.11877530,,,,,0.158,1041.00,5961.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1260_b/,
Kepler-1261 b,Transit,1,48.43089910,,,,,0.202,795.00,5006.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1261_b/,
Kepler-1262 b,Transit,1,8.67900242,,,,,0.162,1153.00,5771.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1262_b/,
Kepler-1263 b,Transit,1,4.55139967,,,,,0.102,695.00,5213.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1263_b/,
Kepler-1264 b,Transit,1,0.96852602,,,,,0.105,814.00,5791.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1264_b/,
Kepler-1265 b,Transit,1,6.49441289,,,,,0.120,581.00,4630.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1265_b/,
Kepler-1266 b,Transit,1,28.47474800,,,,,0.230,901.00,5044.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1266_b/,
Kepler-1267 b,Transit,1,13.03139450,,,,,0.269,1628.00,6096.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1267_b/,
Kepler-1268 b,Transit,1,40.99039860,,,,,0.181,1406.00,5904.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1268_b/,
Kepler-1269 b,Transit,1,37.33315360,,,,,0.145,710.00,5998.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1269_b/,
Kepler-127 b,Transit,3,14.43588900,0.125000,,,,0.125,356.41,6106.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-127_b/,http://exoplanets.org/detail/Kepler-127_b
Kepler-127 c,Transit,3,29.39319500,0.200000,,,,0.237,356.41,6106.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-127_c/,http://exoplanets.org/detail/Kepler-127_c
Kepler-127 d,Transit,3,48.63040800,0.280000,,,,0.236,356.41,6106.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-127_d/,http://exoplanets.org/detail/Kepler-127_d
Kepler-1270 b,Transit,1,6.03356196,,,,,0.296,1204.00,5047.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1270_b/,
Kepler-1271 b,Transit,1,3.02559550,,,,,0.132,885.00,6143.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1271_b/,
Kepler-1272 b,Transit,1,51.13097040,,,,,0.211,896.00,5926.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1272_b/,
Kepler-1273 b,Transit,1,28.62565300,,,,,0.222,1355.00,5566.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1273_b/,
Kepler-1274 b,Transit,1,6.98152703,,,,,0.127,609.00,6179.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1274_b/,
Kepler-1275 b,Transit,1,3.65691115,,,,,0.132,1280.00,6296.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1275_b/,
Kepler-1276 b,Transit,1,12.57200950,,,,,0.106,587.00,6188.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1276_b/,
Kepler-1277 b,Transit,1,40.83650120,,,,,0.143,606.00,5578.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1277_b/,
Kepler-1278 b,Transit,1,3.23941344,,,,,0.090,743.00,6074.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1278_b/,
Kepler-1279 b,Transit,1,23.47741010,,,,,0.156,1017.00,6221.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1279_b/,
Kepler-128 b,Transit,2,15.09000000,,,,0.00242,0.128,400.93,,2013,Kepler,http://exoplanet.eu/catalog/kepler-128_b/,
Kepler-128 c,Transit,2,22.80400000,,,,0.00283,0.120,400.93,,2013,Kepler,http://exoplanet.eu/catalog/kepler-128_c/,
Kepler-1280 b,Transit,1,66.55790570,,,,,0.167,1006.00,6227.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1280_b/,
Kepler-1281 b,Transit,1,3.11602791,,,,,0.146,1090.00,5353.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1281_b/,
Kepler-1282 b,Transit,1,2.13194651,,,,,0.138,1126.00,5504.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1282_b/,
Kepler-1283 b,Transit,1,12.94609780,,,,,0.170,1452.00,6175.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1283_b/,
Kepler-1284 b,Transit,1,0.66407381,,,,,0.108,852.00,5123.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1284_b/,
Kepler-1285 b,Transit,1,14.79674580,,,,,0.087,364.00,6170.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1285_b/,
Kepler-1286 b,Transit,1,11.25402929,,,,,0.192,1150.00,5753.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1286_b/,
Kepler-1287 b,Transit,1,11.47685909,,,,,0.137,1027.00,5715.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1287_b/,
Kepler-1288 b,Transit,1,2.76122421,,,,,0.100,715.00,6132.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1288_b/,
Kepler-1289 b,Transit,1,7.99019627,,,,,0.136,1059.00,6080.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1289_b/,
Kepler-129 b,Transit,2,15.79186000,0.131000,,,,0.211,413.68,5770.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-129_b/,http://exoplanets.org/detail/Kepler-129_b
Kepler-129 c,Transit,2,82.20017000,0.393000,,,,0.227,413.68,5770.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-129_c/,http://exoplanets.org/detail/Kepler-129_c
Kepler-1290 b,Transit,1,4.69500134,,,,,0.127,1321.00,5660.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1290_b/,
Kepler-1291 b,Transit,1,8.63043276,,,,,0.148,982.00,5216.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1291_b/,
Kepler-1292 b,Transit,1,3.27646405,,,,,0.162,1406.00,5556.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1292_b/,
Kepler-1293 b,Transit,1,5.57654784,,,,,0.087,770.00,6241.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1293_b/,
Kepler-1294 b,Transit,1,115.68622580,,,,,0.285,1120.00,5776.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1294_b/,
Kepler-1295 b,Transit,1,3.81371974,,,,,0.138,1257.00,5486.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1295_b/,
Kepler-1296 b,Transit,1,8.38398650,,,,,0.081,631.00,5359.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1296_b/,
Kepler-1297 b,Transit,1,1.68189002,,,,,0.087,996.00,5818.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1297_b/,
Kepler-1298 b,Transit,1,7.12811928,,,,,0.117,498.00,6339.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1298_b/,
Kepler-1299 b,Transit,1,19.94008740,,,,,0.266,1352.00,5609.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1299_b/,
Kepler-130 b,Transit,3,8.45745800,0.079000,,,,0.091,319.57,5884.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-130_b/,http://exoplanets.org/detail/Kepler-130_b
Kepler-130 c,Transit,3,27.50868000,0.178000,0.000000,89.340,,0.259,319.57,5884.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-130_c/,
Kepler-130 d,Transit,3,87.51790500,0.377000,,,,0.146,319.57,5884.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-130_d/,http://exoplanets.org/detail/Kepler-130_d
Kepler-1300 b,Transit,1,22.24190920,,,,,0.122,757.00,6130.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1300_b/,
Kepler-1301 b,Transit,1,9.08237046,,,,,0.125,816.00,5188.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1301_b/,
Kepler-1302 b,Transit,1,8.83922659,,,,,0.128,727.00,5236.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1302_b/,
Kepler-1303 b,Transit,1,7.56127224,,,,,0.127,905.00,5771.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1303_b/,
Kepler-1304 b,Transit,1,16.12888530,,,,,0.204,682.00,5259.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1304_b/,
Kepler-1305 b,Transit,1,13.56309720,,,,,0.168,1343.00,5701.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1305_b/,
Kepler-1306 b,Transit,1,16.29595382,,,,,0.170,1130.00,5727.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1306_b/,
Kepler-1307 b,Transit,1,18.01621096,,,,,0.220,1396.00,5884.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1307_b/,
Kepler-1308 b,Transit,1,2.10433812,,,,,0.046,73.00,3468.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1308_b/,
Kepler-1309 b,Transit,1,28.84326470,,,,,0.211,845.00,5235.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1309_b/,
Kepler-131 b,Transit,2,16.09200000,,,,0.05100,0.215,230.19,5685.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-131_b/,
Kepler-131 c,Transit,2,25.51690000,,,,0.02600,0.075,230.19,5685.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-131_c/,
Kepler-1310 b,Transit,1,0.67933627,,,,,0.128,583.00,5549.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1310_b/,
Kepler-1311 b,Transit,2,11.17269940,,,,,0.111,705.00,5748.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1311_b/,
Kepler-1311 c,Transit,2,2.53573424,,,,,0.109,705.00,5748.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1311_c/,
Kepler-1312 b,Transit,1,5.44832529,,,,,0.187,305.00,5719.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1312_b/,
Kepler-1313 b,Transit,1,3.83309118,,,,,0.157,187.00,5453.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1313_b/,
Kepler-1314 b,Transit,1,5.42474928,,,,,0.456,462.00,4188.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1314_b/,
Kepler-1315 b,Transit,1,0.84338011,,,,,0.123,505.00,4861.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1315_b/,
Kepler-1316 b,Transit,1,87.97321360,,,,,0.316,753.00,5884.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1316_b/,
Kepler-1317 b,Transit,1,0.56887443,,,,,0.139,734.00,5144.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1317_b/,
Kepler-1318 b,Transit,1,213.25766300,,,,,0.277,475.00,4598.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1318_b/,
Kepler-1319 b,Transit,1,2.88676265,,,,,0.120,114.00,3655.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1319_a_b/,
Kepler-132 b,Transit,4,6.17819600,0.067000,,,,0.108,303.00,6003.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-132_b/,http://exoplanets.org/detail/Kepler-132_b
Kepler-132 c,Transit,4,6.41491400,0.068000,,,,0.114,303.00,6003.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-132_c/,http://exoplanets.org/detail/Kepler-132_c
Kepler-132 d,Transit,4,18.01019900,0.136000,,,,0.138,303.00,6003.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-132_d/,http://exoplanets.org/detail/Kepler-132_d
Kepler-132 e,Transit,4,110.28693740,,,,,0.105,303.00,6003.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-132_e/,
Kepler-1320 b,Transit,1,0.86838653,,,,,0.152,771.00,4817.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1320_b/,
Kepler-1321 b,Transit,2,11.12830484,,,,,0.439,547.00,4094.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1321_b/,
Kepler-1321 c,Transit,2,2.22649109,,,,,0.214,547.00,4094.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1321_c/,
Kepler-1322 b,Transit,1,0.96286738,,,,,0.144,1217.00,5488.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1322_b/,
Kepler-1323 b,Transit,1,0.92990668,,,,,0.136,530.00,6169.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1323_b/,
Kepler-1324 b,Transit,1,4.11584468,,,,,0.135,522.00,4776.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1324_b/,
Kepler-1325 b,Transit,1,33.87868380,,,,,0.255,955.00,5550.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1325_b/,
Kepler-1326 b,Transit,1,42.35142670,,,,,0.373,910.00,6725.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1326_b/,
